pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,pixel_64,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921568627450981,0.984313725490196,1.0,0.9411764705882353,0.9921568627450981,1.0,1.0,0.9490196078431372,0.8980392156862745,0.9686274509803922,1.0,0.9490196078431372,0.9490196078431372,1.0,0.9764705882352941,0.8588235294117647,0.8784313725490196,0.9764705882352941,1.0,0.9882352941176471,0.9137254901960784,0.9411764705882353,0.9176470588235294,0.9019607843137255,0.9921568627450981,1.0,1.0,0.996078431372549,0.9294117647058824,0.9058823529411765,0.9137254901960784,0.8509803921568627,0.9333333333333333,1.0,1.0,0.9882352941176471,0.8784313725490196,0.9137254901960784,0.9725490196078431,0.9137254901960784,0.9215686274509803,0.9921568627450981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996078431372549,0.9529411764705882,0.996078431372549,1.0,1.0,0.984313725490196,0.9254901960784314,0.9176470588235294,0.9803921568627451,0.9411764705882353,0.9490196078431372,1.0,0.984313725490196,0.9098039215686274,0.8470588235294118,0.8980392156862745,1.0,0.9921568627450981,0.9176470588235294,0.9294117647058824,0.9411764705882353,0.9176470588235294,0.9372549019607843,0.996078431372549,1.0,1.0,0.9803921568627451,0.9411764705882353,0.9098039215686274,0.8823529411764706,0.9019607843137255,1.0,1.0,1.0,0.9176470588235294,0.8745098039215686,0.9568627450980393,0.8901960784313725,0.8980392156862745,0.9725490196078431,1.0,1.0,1.0,0.9921568627450981,1.0,0.996078431372549,0.9921568627450981,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984313725490196,0.9607843137254902,1.0,0.9294117647058824,0.996078431372549,1.0,0.9803921568627451,0.8823529411764706,0.9058823529411765,0.9764705882352941,1.0,0.9529411764705882,0.9333333333333333,0.996078431372549,0.9294117647058824,0.8784313725490196,0.9725490196078431,1.0,1.0,1.0,0.9058823529411765,0.9098039215686274,0.9137254901960784,0.8705882352941177,0.984313725490196,1.0,1.0,1.0,0.9529411764705882,0.9411764705882353,0.9647058823529412,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996078431372549,1.0,1.0,1.0,1.0,1.0,0.9529411764705882,0.9137254901960784,0.9764705882352941,0.9411764705882353,0.9764705882352941,1.0,1.0,1.0,0.8862745098039215,0.8941176470588236,0.996078431372549,0.9803921568627451,0.9137254901960784,0.9411764705882353,0.9803921568627451,0.9333333333333333,0.8941176470588236,0.9647058823529412,1.0,1.0,0.9450980392156862,0.9372549019607843,0.9215686274509803,0.9137254901960784,0.8549019607843137,0.9529411764705882,1.0,1.0,0.8941176470588236,0.8705882352941177,0.9411764705882353,0.9215686274509803,0.9058823529411765,0.9176470588235294,0.984313725490196,1.0,0.9882352941176471,0.9568627450980393,0.9921568627450981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9647058823529412,0.9372549019607843,1.0,1.0,1.0,1.0,0.9568627450980393,0.8784313725490196,0.9411764705882353,0.9254901960784314,0.9647058823529412,0.9921568627450981,0.984313725490196,0.9333333333333333,0.9098039215686274,0.8705882352941177,0.9490196078431372,0.9764705882352941,0.9215686274509803,0.9176470588235294,0.9058823529411765,0.9176470588235294,0.9294117647058824,0.9921568627450981,0.996078431372549,1.0,0.984313725490196,0.9450980392156862,0.8823529411764706,0.9333333333333333,0.8666666666666667,0.9921568627450981,1.0,0.9803921568627451,0.8823529411764706,0.9019607843137255,0.9372549019607843,0.9254901960784314,0.9019607843137255,0.9647058823529412,1.0,1.0,0.9921568627450981,0.984313725490196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921568627450981,0.9725490196078431,0.9490196078431372,0.984313725490196,0.9803921568627451,1.0,1.0,0.9921568627450981,0.8705882352941177,0.9019607843137255,0.984313725490196,0.984313725490196,0.9058823529411765,0.9411764705882353,0.9647058823529412,0.9137254901960784,0.8980392156862745,0.9686274509803922,1.0,1.0,0.9607843137254902,0.9450980392156862,0.9058823529411765,0.9215686274509803,0.8980392156862745,1.0,1.0,1.0,0.9215686274509803,0.9058823529411765,0.9254901960784314,0.9058823529411765,0.8745098039215686,0.9882352941176471,1.0,1.0,0.9490196078431372,0.9372549019607843,0.9921568627450981,0.9647058823529412,0.9803921568627451,0.9921568627450981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984313725490196,1.0,1.0,0.9921568627450981,0.9803921568627451,0.9686274509803922,0.9450980392156862,1.0,0.9254901960784314,0.9803921568627451,1.0,0.9529411764705882,0.8431372549019608,0.8980392156862745,0.9882352941176471,1.0,0.9725490196078431,0.9098039215686274,0.9725490196078431,0.9372549019607843,0.9137254901960784,0.9882352941176471,1.0,1.0,1.0,0.9568627450980393,0.9137254901960784,0.8941176470588236,0.8666666666666667,0.9764705882352941,1.0,1.0,1.0,0.8862745098039215,0.9058823529411765,0.9450980392156862,0.8941176470588236,0.9686274509803922,1.0,1.0,1.0,0.9803921568627451,0.9882352941176471,1.0,1.0,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9764705882352941,0.9921568627450981,0.9607843137254902,1.0,1.0,1.0,0.9764705882352941,0.9529411764705882,0.9215686274509803,0.9921568627450981,0.9450980392156862,0.9411764705882353,1.0,1.0,0.9254901960784314,0.8392156862745098,0.9058823529411765,1.0,1.0,0.9058823529411765,0.9098039215686274,0.9372549019607843,0.8470588235294118,0.9176470588235294,0.9686274509803922,1.0,1.0,0.8941176470588236,0.8784313725490196,0.9294117647058824,0.8509803921568627,0.9294117647058824,1.0,1.0,1.0,0.9882352941176471,0.9882352941176471,0.996078431372549,0.9529411764705882,0.9686274509803922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921568627450981,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,0.9725490196078431,0.9372549019607843,1.0,1.0,1.0,1.0,0.9921568627450981,0.9764705882352941,1.0,0.9215686274509803,0.9725490196078431,0.984313725490196,0.9254901960784314,0.8941176470588236,0.8941176470588236,0.9647058823529412,1.0,0.9294117647058824,0.9019607843137255,0.9372549019607843,0.8509803921568627,0.9019607843137255,0.9882352941176471,1.0,1.0,0.9058823529411765,0.9137254901960784,0.9764705882352941,0.9333333333333333,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984313725490196,0.9882352941176471,1.0,1.0,1.0,1.0,0.9803921568627451,0.9803921568627451,0.9764705882352941,0.9098039215686274,0.9647058823529412,1.0,0.9529411764705882,0.9215686274509803,0.9215686274509803,0.9803921568627451,1.0,0.9490196078431372,0.9294117647058824,0.9568627450980393,0.9137254901960784,0.8862745098039215,0.996078431372549,1.0,1.0,0.9450980392156862,0.9411764705882353,0.9176470588235294,0.8549019607843137,0.8980392156862745,0.9921568627450981,1.0,0.9921568627450981,0.8705882352941177,0.8823529411764706,0.9725490196078431,0.8705882352941177,0.9058823529411765,0.9921568627450981,1.0,1.0,0.9803921568627451,0.9882352941176471,1.0,0.984313725490196,0.9764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9490196078431372,0.9921568627450981,1.0,1.0,1.0,0.9647058823529412,0.9803921568627451,1.0,0.9607843137254902,0.9215686274509803,0.9921568627450981,0.996078431372549,0.9411764705882353,0.8784313725490196,0.984313725490196,1.0,1.0,0.9450980392156862,0.9294117647058824,0.9725490196078431,0.8588235294117647,0.9176470588235294,1.0,1.0,1.0,0.9372549019607843,0.9137254901960784,0.984313725490196,0.8941176470588236,0.9176470588235294,1.0,1.0,1.0,0.9921568627450981,0.9921568627450981,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9921568627450981,0.984313725490196,0.9490196078431372,1.0,0.9372549019607843,1.0,1.0,1.0,0.9019607843137255,0.8470588235294118,0.9450980392156862,1.0,0.9137254901960784,0.9568627450980393,1.0,0.9490196078431372,0.8941176470588236,0.9176470588235294,0.984313725490196,1.0,0.9725490196078431,0.9372549019607843,0.9333333333333333,0.9215686274509803,0.8823529411764706,0.9058823529411765,0.996078431372549,1.0,0.984313725490196,0.9019607843137255,0.9294117647058824,0.9450980392156862,0.8705882352941177,0.9137254901960784,1.0,1.0,0.9921568627450981,0.9450980392156862,0.9921568627450981,1.0,0.996078431372549,0.9882352941176471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725490196078431,0.996078431372549,1.0,1.0,1.0,1.0,0.9725490196078431,1.0,0.9333333333333333,0.9647058823529412,1.0,1.0,0.9294117647058824,0.9019607843137255,0.9490196078431372,1.0,0.9882352941176471,0.9098039215686274,0.9686274509803922,0.9725490196078431,0.8745098039215686,0.9098039215686274,1.0,1.0,0.9921568627450981,0.9254901960784314,0.9137254901960784,0.9490196078431372,0.8784313725490196,0.8901960784313725,1.0,1.0,0.9921568627450981,0.8980392156862745,0.9333333333333333,0.9803921568627451,0.9215686274509803,0.9450980392156862,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9647058823529412,0.984313725490196,1.0,1.0,0.996078431372549,0.9725490196078431,0.9372549019607843,0.996078431372549,0.9686274509803922,0.9333333333333333,1.0,0.9882352941176471,0.9058823529411765,0.8549019607843137,0.9725490196078431,1.0,1.0,0.9098039215686274,0.9254901960784314,0.9294117647058824,0.8862745098039215,0.9411764705882353,1.0,1.0,1.0,0.9490196078431372,0.9137254901960784,0.9137254901960784,0.8627450980392157,0.9215686274509803,1.0,1.0,1.0,0.9176470588235294,0.8980392156862745,0.9686274509803922,0.9450980392156862,0.9568627450980393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996078431372549,0.9411764705882353,1.0,1.0,1.0,1.0,0.9607843137254902,0.9529411764705882,0.9490196078431372,0.9254901960784314,0.9647058823529412,0.996078431372549,1.0,0.9882352941176471,0.8627450980392157,0.8862745098039215,0.9921568627450981,0.984313725490196,0.9058823529411765,0.9176470588235294,0.9607843137254902,0.9215686274509803,0.9176470588235294,0.9725490196078431,1.0,1.0,0.984313725490196,0.9529411764705882,0.9333333333333333,0.9294117647058824,0.8588235294117647,0.9529411764705882,1.0,0.996078431372549,0.8862745098039215,0.9019607843137255,0.9803921568627451,0.9058823529411765,0.9098039215686274,0.9098039215686274,0.9921568627450981,1.0,0.9921568627450981,0.9921568627450981,1.0,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984313725490196,1.0,0.9686274509803922,0.9686274509803922,1.0,1.0,0.9294117647058824,0.9019607843137255,0.9372549019607843,1.0,0.9882352941176471,0.9098039215686274,0.9647058823529412,0.9686274509803922,0.8980392156862745,0.8862745098039215,0.9921568627450981,1.0,1.0,0.9764705882352941,0.9254901960784314,0.9058823529411765,0.8784313725490196,0.9372549019607843,1.0,1.0,1.0,0.9568627450980393,0.9176470588235294,0.9725490196078431,0.9176470588235294,0.9372549019607843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882352941176471,0.984313725490196,0.996078431372549,1.0,1.0,1.0,1.0,0.9411764705882353,0.9568627450980393,0.9568627450980393,0.9411764705882353,1.0,1.0,0.9254901960784314,0.8862745098039215,0.9372549019607843,1.0,0.996078431372549,0.9098039215686274,0.9333333333333333,0.9450980392156862,0.8823529411764706,0.8823529411764706,0.9803921568627451,1.0,1.0,0.9215686274509803,0.8980392156862745,0.8745098039215686,0.8588235294117647,0.9607843137254902,1.0,1.0,1.0,0.9137254901960784,0.8666666666666667,0.9568627450980393,0.8745098039215686,0.9137254901960784,1.0,1.0,1.0,0.996078431372549,0.9882352941176471,1.0,0.9882352941176471,0.9803921568627451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725490196078431,0.9921568627450981,0.9882352941176471,0.984313725490196,1.0,1.0,0.9803921568627451,0.8745098039215686,0.9294117647058824,0.9921568627450981,0.984313725490196,0.8980392156862745,0.9647058823529412,0.9529411764705882,0.8823529411764706,0.8901960784313725,0.996078431372549,1.0,1.0,0.9607843137254902,0.9137254901960784,0.9137254901960784,0.8705882352941177,0.9372549019607843,1.0,1.0,1.0,0.9215686274509803,0.8784313725490196,0.9372549019607843,0.9019607843137255,0.9176470588235294,0.9921568627450981,1.0,1.0,0.9921568627450981,0.9882352941176471,1.0,0.996078431372549,0.996078431372549,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9647058823529412,0.996078431372549,1.0,1.0,1.0,0.996078431372549,0.9490196078431372,0.9921568627450981,0.9490196078431372,0.9333333333333333,0.9882352941176471,1.0,0.9568627450980393,0.8862745098039215,0.9607843137254902,1.0,1.0,0.9254901960784314,0.9372549019607843,0.9686274509803922,0.8627450980392157,0.9372549019607843,1.0,1.0,0.9568627450980393,0.9019607843137255,0.9568627450980393,0.9686274509803922,0.8470588235294118,0.9254901960784314,1.0,1.0,0.9725490196078431,0.9450980392156862,0.996078431372549,1.0,0.9803921568627451,0.9568627450980393,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882352941176471,1.0,1.0,1.0,0.996078431372549,0.9647058823529412,0.9647058823529412,1.0,0.9176470588235294,0.9490196078431372,0.9921568627450981,0.9921568627450981,0.9176470588235294,0.8313725490196079,0.9254901960784314,1.0,0.984313725490196,0.9254901960784314,0.9294117647058824,0.9372549019607843,0.8980392156862745,0.9215686274509803,0.9921568627450981,1.0,1.0,0.9647058823529412,0.9137254901960784,0.9294117647058824,0.8784313725490196,0.8588235294117647,0.996078431372549,1.0,1.0,0.9137254901960784,0.9098039215686274,0.9882352941176471,0.9607843137254902,0.9490196078431372,0.9921568627450981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803921568627451,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,0.9450980392156862,0.9490196078431372,1.0,1.0,1.0,0.9921568627450981,0.9921568627450981,0.9882352941176471,0.996078431372549,0.9176470588235294,0.9882352941176471,1.0,0.9921568627450981,0.8745098039215686,0.9019607843137255,0.9803921568627451,1.0,0.9607843137254902,0.9137254901960784,0.9686274509803922,0.9098039215686274,0.8745098039215686,0.9607843137254902,1.0,1.0,0.9372549019607843,0.8901960784313725,0.9764705882352941,0.8901960784313725,0.8666666666666667,1.0,1.0,1.0,0.9686274509803922,0.9568627450980393,1.0,0.9764705882352941,0.9450980392156862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9686274509803922,1.0,1.0,1.0,1.0,1.0,0.996078431372549,1.0,0.9137254901960784,0.9882352941176471,1.0,1.0,1.0,0.9529411764705882,0.9215686274509803,1.0,0.9647058823529412,0.9215686274509803,0.9803921568627451,1.0,0.9686274509803922,0.8627450980392157,0.9098039215686274,1.0,0.996078431372549,0.9411764705882353,0.9215686274509803,0.9725490196078431,0.9058823529411765,0.8823529411764706,0.984313725490196,1.0,1.0,0.9098039215686274,0.8941176470588236,0.9647058823529412,0.9058823529411765,0.8627450980392157,0.9725490196078431,1.0,1.0,0.9725490196078431,0.9607843137254902,1.0,0.9803921568627451,0.9882352941176471,0.996078431372549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65
